Aff,Neg,Judges,Votes,Win
Lake Highland Prep HL,Durham SA,"Samantha McLoughlin																																						Jack Booth																																						Jarvis Xie","Aff																															Neg																															Neg","2-1																															NEG"
Westridge TW,Scarsdale DH,"Tajaih Robinson																																						Jessie Pein																																						Raunak Dua","Aff																															Neg																															Aff","2-1																															AFF"
Strake Jesuit  JW,Lake Highland Prep WH,"Katie Baughman																																						Eugene Toth																																						Austin Broussard","Neg																															Neg																															Aff","2-1																															NEG"
San Mateo YR,Prospect ST,"Karan Shah																																						Thomas Berg																																						Michael Kpade","Aff																															Aff																															Aff","3-0																															AFF"
