Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Bronx Science IM,University JK,Eva Lamberson,Aff,27.2,26.5
Northwest Guilford SD,Harrison JG,Brett Fortier,Neg,29.3,29.4
Midtown PC,William G. Enloe PD,Ashley Logue,Aff,28.0,27.5
Midtown FB,Cary Acad SM,Aadesh Anchaliya ('22),Aff,29.3,29.1
Jack Britt LR,Northland Christian LM,Ashley Logue,Neg,29.0,29.5
Cary Acad DJ,Isidore Newman AB,Jacob Nails,Neg,28.1,29.0
William G. Enloe LK,Isidore Newman JD,Gracia Van Tonder,Aff,29.0,28.5
Northwest Guilford OB,Hawken JJ,Wen Zhang,Neg,28.5,29.0
Hawken BG,Walt Whitman SC,Beth Bland,Neg,28.0,28.5
Jack Britt SA,University CA,Aadesh Anchaliya ('22),Neg,28.3,28.5
East Chapel Hill AX,Cary Acad SZ,Margery Gazda,Neg,28.5,29.0
Research Triangle DN,Cary Acad AH,Jennifer Hill,Neg,27.0,28.0
Cary Acad RR,Charlotte Latin AT,Eva Lamberson,Aff,30.0,29.9
Bronx Science ZM,Research Triangle NW,Gracia Van Tonder,Aff,28.5,27.5
Charlotte Latin NG,Hawken NS,Brett Fortier,Neg,28.8,28.7
Cary Acad RM,Northland Christian AH,Margery Gazda,Neg,29.0,29.5
Midtown NF,William G. Enloe SG,Aum Kendapadi,Aff,29.0,27.7
Charlottesville LC,Cary Acad DH,Jacob Nails,Neg,28.3,28.6
Cary Acad AN,Hawken AS,Jon Farace,Aff,29.7,28.7
Northland Christian JM,University NR,Wen Zhang,Neg,28.0,28.5
Green Hope AA,University KF,Aum Kendapadi,Neg,28.0,29.0
Hawken NSh,University AS,Beth Bland,Aff,28.1,28.0
Midtown HJ,Cary Acad AL,Jon Farace,Aff,29.5,28.5
Cary Acad ALu,Hawken CL,Jennifer Hill,Aff,29.0,26.0
Isidore Newman JJ,,,,,
