Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Northland Christian JM,Northwest Guilford OB,John DeWinkler,Neg,28.0,28.5
Cary Acad DH,Northland Christian AH,Anna Cloud,Aff,29.0,28.0
Charlotte Latin NG,Isidore Newman AB,Kamran Mahmood,Neg,28.0,29.0
Cary Acad AL,Hawken AS,Anna Cloud,Neg,28.0,29.0
Hawken NSh,University KF,Sumanth Yamala,Neg,28.0,28.5
Research Triangle NW,Charlottesville LC,John DeWinkler,Neg,27.0,28.0
William G. Enloe PD,Midtown FB,Sumanth Yamala,Neg,28.0,28.5
Cary Acad AH,Harrison JG,Shrikumar Nair,Neg,28.5,29.0
Cary Acad SZ,Northwest Guilford SD,Andrew Muir,Aff,28.0,27.5
Isidore Newman JJ,Midtown NF,Naveen Narahari,Neg,28.0,28.5
Cary Acad AN,Midtown PC,Andrew Muir,Aff,28.5,28.0
Jack Britt LR,Hawken BG,Naveen Narahari,Neg,28.0,29.5
Isidore Newman JD,University AS,Helen Zhang,Aff,30.0,29.5
Cary Acad RM,William G. Enloe SG,Anil Asnani,Aff,28.0,27.5
Bronx Science IM,Hawken NS,Kamran Mahmood,Aff,29.0,28.0
Hawken CL,Research Triangle DN,Lilly Broussard,Neg,27.0,27.4
Hawken JJ,Northland Christian LM,Sarika Bansal,Neg,29.0,28.0
Cary Acad DJ,Charlotte Latin AT,Anil Asnani,Neg,28.5,29.0
Cary Acad ALu,William G. Enloe LK,Arvindh Manian,Aff,27.5,27.0
Cary Acad RR,University NR,Alison Snider,Aff,28.0,27.0
Midtown HJ,University CA,Sarika Bansal,Aff,28.0,27.0
University JK,Bronx Science ZM,Helen Zhang,Neg,29.5,30.0
Cary Acad SM,Walt Whitman SC,,"Aff FFT																									Neg BYE","Aff FFT																									Neg BYE",
East Chapel Hill AX,Green Hope AA,,"Aff BYE																									Neg FFT","Aff BYE																									Neg FFT",
Jack Britt SA,,,Aff BYE,Aff BYE,
