Pro,Con,Judges,Votes,Win
Poly Prep Country Day ST,College Prep HuPi,"Aditi Nigam																																		Nirav Shah																																		Ravi Pinnamaneni","Pro																												Con																												Con","2-1																															CON"
Independent Hamilton TN,BASIS Chandler CV,"Ramesh Kodnani																																		Manveer Singh																																		Darshan Desai","Con																												Con																												Con","3-0																															CON"
