Pro,Con,Judge,Win,"Pro								Points","Con								Points"
Walt Whitman BhWi,Brentwood GS,Yongtong Hu,Pro,"S Willhauck																																																												30.0																																																																																								D Bhattacharjee																																																												30.0","N Sanku																																																												29.0																																																																																								E Gripenstraw																																																												29.0"
Canyon Crest SW,Montgomery Blair LT,Rumana Khan,Pro,"J Wang																																																												29.5																																																																																								D Song																																																												30.0","C Li																																																												29.0																																																																																								C Tang																																																												28.5"
Ivy Bridge QC,Cary HZ,Helen Barold,Con,"L Chinthalapudi																																																												27.6																																																																																								F Qi																																																												27.9","E Zhang																																																												28.0																																																																																								F Hu																																																												27.8"
Thomas Jefferson HSST ZL,Poly Prep Country Day ST,Sheryl Kaczmarek,Con,"B Zhou																																																												28.5																																																																																								D Li																																																												28.6","J Sah																																																												28.8																																																																																								G Tiesi																																																												28.7"
Potomac LP,Brentwood HS,Ramesh Babu,Con,"Z Patel																																																												29.0																																																																																								P Lieu																																																												29.0","A Sidiqyar																																																												29.0																																																																																								W Hong																																																												29.0"
Science Hill NW,Hawken JJ,Rumana Khan,Con,"A Noe																																																												28.0																																																																																								M Wilson																																																												28.5","A Jawa																																																												29.0																																																																																								J Joyce																																																												30.0"
Walt Whitman BW,Ravenwood KM,Yongtong Hu,Con,"H Walley																																																												27.0																																																																																								R Barold																																																												28.0","A Kumar																																																												29.0																																																																																								N Mukerji																																																												28.0"
Strake Jesuit  DY,Durham HH,Shane Stafford,Pro,"J Yates																																																												28.7																																																																																								I Dubey																																																												29.2","M Hansen																																																												28.5																																																																																								A Huang																																																												28.6"
Cary HJ,Brentwood NC,James Lewis,Con,"A Jain																																																												27.0																																																																																								C Hu																																																												27.5","A Nayagadurai																																																												28.0																																																																																								E Chanda																																																												26.5"
Marist HE,BASIS Chandler CV,Tejas Balaji,Pro,"J Escayg																																																												30.0																																																																																								M Horne																																																												30.0","J Vo																																																												30.0																																																																																								R Choudhury																																																												30.0"
Ravenwood BM,VDA - Vancouver LT,Chad Meadows,Pro,"A Balaje																																																												28.5																																																																																								S McAtee																																																												28.5","W Liang																																																												28.2																																																																																								A Tian																																																												28.5"
Thomas Jefferson HSST CL,Lexington FS,Shane Stafford,Pro,"A Chen																																																												28.5																																																																																								G Liu																																																												28.3","A Sivabalan																																																												28.1																																																																																								A Fan																																																												28.4"
Columbus YY,Richard Montgomery LX,Hong Li,Pro,"G Yoon																																																												28.7																																																																																								N Yoon																																																												28.6","R Xie																																																												28.7																																																																																								Z Lam																																																												28.6"
Blake OR,duPont Manual HS  / Youth Performing Arts FL,Chad Meadows,Pro,"Z Olson																																																												29.1																																																																																								E Redmond																																																												29.1","V Fu																																																												28.2																																																																																								D Lin																																																												28.2"
duPont Manual HS  / Youth Performing Arts GR,Ivy Bridge KK,Seon Jeon,Pro,"A Gollamudi																																																												29.5																																																																																								A Reddy																																																												29.5","S Kovi																																																												28.5																																																																																								E Kallu																																																												29.0"
Richard Montgomery CW,University KH,Seon Jeon,Con,"D Wong																																																												27.5																																																																																								M Chang																																																												27.5","C Hsieh																																																												29.5																																																																																								A Krishnaney																																																												29.0"
Richard Montgomery TW,Canyon Crest DS,Ramesh Babu,Con,"C Tu																																																												29.0																																																																																								C Wang																																																												29.0","M Synn																																																												29.0																																																																																								I Deshpande																																																												29.5"
duPont Manual HS  / Youth Performing Arts HM,Potomac RZ,James Lewis,Con,"A Mishra																																																												25.5																																																																																								F Henderson																																																												26.0","B Rask																																																												27.0																																																																																								A Zhang																																																												26.5"
Walt Whitman HH,Brentwood CM,Sheryl Kaczmarek,Pro,"M Hu-Henderson																																																												28.6																																																																																								W Hallward-Driemeier																																																												28.7","K Mize																																																												28.5																																																																																								G Crouch																																																												28.5"
McLean Independent HW,Brentwood MT,Tejas Balaji,Pro,"L Hu																																																												29.0																																																																																								A Wu																																																												29.0","A Malhotra																																																												29.0																																																																																								N Thanigaivelan																																																												29.0"
Ivy Bridge AK,VDA - Vancouver ZJ,Helen Barold,Pro,"A Ashok																																																												28.6																																																																																								A Kulkarni																																																												28.5","S Jin																																																												27.0																																																																																								J Zhou																																																												27.2"
duPont Manual HS  / Youth Performing Arts PB,Brentwood KS,Rong Tian,Pro,"s Babu																																																												28.0																																																																																								A Polepalli																																																												28.0","P Khairollahi																																																												27.5																																																																																								P Sathu																																																												27.5"
Poolesville HL,Blake TP,Hong Li,Con,"L Hu																																																												28.7																																																																																								E Liu																																																												28.7","S Perri																																																												28.7																																																																																								E Terveen																																																												28.7"
Durham VC,Ravenwood PK,Rong Tian,Pro,"C Chen																																																												27.5																																																																																								J Vail																																																												27.5","Y Patel																																																												27.0																																																																																								M Kalasikam																																																												28.0"
,Walt Whitman BG,,Con BYE,Con BYE,
