Pro,Con,Judges,Votes,Win
Cambridge LY,Canyon Crest SR,"AIDEN DOPSON																																						Karla Finch																																						Becky Wubbels","Con																															Con																															Con","3-0																															CON"
San Marino LT,Harker AL,"Caleb Smith																																						Jose Bazan																																						Razeen Nasar","Pro																															Pro																															Pro","3-0																															PRO"
