Pro,Con,Judges,Votes,Win
Plano West ZZ,Fairmont Prep KT,"Ahmad Elassaad																																						Jack Hasper																																						Janaki Sankar","Pro																															Pro																															Con","2-1																															PRO"
Fairmont Prep NP,Plano West AB,"Ishan Dubey																																						Ethan Chen																																						Manhua Kim","Con																															Con																															Con","3-0																															CON"
College Prep FK,Jasper HL,"Gabe Rusk																																						Amey Sharma																																						Tyler Grimm","Pro																															Pro																															Con","2-1																															PRO"
Strake Jesuit  MS,Strake Jesuit  CM,,Strake Jesuit  CM advances,Strake Jesuit  CM advances
