Aff,Neg,Judge,Result,"Aff								Points","Neg								Points"
Rosemount RS,Lincoln North Star JH,Varad Agarwala,Neg,27,29
Iowa City West JS,West Des Moines Valley SJ,Krishna Agrawal,Neg,29,29
West Des Moines Valley MM,Millard South PN,Sam Anderson,Aff,29,29
Solebury LN,Eagan AE,Alex Baez,Neg,28,29
Millard South GM,Millard North SD,Scott Krueger,Neg,27,29
Samammish LW,West Des Moines Valley CK,Sam Larson,Aff,28,28
McNeil AG,Millard South ZG,David McGinnis,Aff,29,28
Millard North SB,West Des Moines Valley JS,Nick Montecalvo,Neg,28,30
Lincoln East BH,Iowa City West NW,Isabella Nadel,Neg,29,29
Rosemount CP,Millard South BJ,Joe Rankin,Aff,29,27
Bettendorf CE,Iowa City West FZ,Brixz Gonzaba,Aff,28,28
Bettendorf AK,West Des Moines Valley AMa,Katherine Bleth,Neg,27,28
Millard North JS,Catonsville AT,Danny Flores,Neg,26,28
Cypress Bay ZR,Rosemount MN,Nathan Frenkel,Aff,28,27
Rosemount JA,West Des Moines Valley AM,Pratham Soni,Aff,29,29
Solebury LM,,,,,
