Aff,Neg,Judges,Votes,Win
Emerald High Independent AG,Arlington LC,"Cecilia Granda-Scott																																						David Wollins																																						Kiran Raja																																						Katherine Hernandez																																						Arthur Monastyrsky","Aff																															Aff																															Aff																															Aff																															Aff","5-0																															AFF"
