Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
William G. Enloe AK,Langley AE,Ryan Si,Neg,26.3,26.4
Research Triangle HF,Trinity Prep CK,Andrew Xu,Neg,28.8,28.9
Northland Christian LM,Hawken BG,Sindhuja Ramamoorthy,Neg,29.6,30.0
Isidore Newman DC,Lake Highland Prep AC,Jonathan Beck,Neg,27.0,27.5
William G. Enloe SK,Trinity Prep SH,Julia Koch,Neg,26.0,29.0
Ridge TL,Apex Friendship BM,Emily Zou,Aff,30.0,29.0
Cary Acad AF,Lake Highland Prep SR,Jennifer Hill,Neg,29.0,29.5
Marvin Ridge CH,Cuthbertson KG,Sangeeta Parakala,Neg,28.5,29.0
Isidore Newman MB,Apex Friendship JD,Aran Canes,Neg,28.5,28.6
William G. Enloe RY,Apex Friendship ND,Jacob Chanmugam,Neg,26.0,28.0
William G. Enloe SG,Marvin Ridge SR,Dwijavanti Varatharajan,Aff,28.5,28.0
Hawken IK,Langley AV,Karthik Prabaharan,Aff,27.5,27.0
Ardrey Kell RS,Bronx Science CH,CHANG FU PARK,Neg,28.8,29.0
Northview JZ,Research Triangle KP,Daoshan Sun,Aff,29.0,28.0
Early College at Guilford AS,Trinity Prep SK,Michelle Hernandez,Aff,29.5,29.0
William G. Enloe TH,Ridge FJ,Priya Aggarwal,Neg,29.1,29.0
William G. Enloe ES,Marvin Ridge SS,Sudheer Parvithina,Neg,24.0,28.0
Marvin Ridge NM,Cary Acad TB,Debi Rath,Neg,28.0,29.0
William G. Enloe LA,Bronx Science KS,Divya Joshi,Neg,28.0,28.5
Trinity Prep GP,Research Triangle PS,rohith murali,Aff,30.0,29.9
William G. Enloe AD,Cuthbertson PB,Alicia Stickle,Aff,28.5,28.0
Isidore Newman GB,Marvin Ridge AM,Chris McClanahan,Neg,28.6,28.7
Cary Acad RP,Bronx Science GG,Jeremy Mullem,Neg,29.5,29.0
Northland Christian LH,Hawken JR,Anubha Sharma,Aff,29.0,28.6
Hawken KK,Research Triangle YB,Jianxin (Justine) Ma,Neg,28.5,29.0
William G. Enloe GG,Apex Friendship CM,Nathan Bell,Neg,27.0,28.5
Cary Acad PL,Langley MN,Jimmy Zhang,Aff,29.2,29.0
William G. Enloe SA,Isidore Newman BD,Luka Korzeniowski,Aff,28.5,27.5
William G. Enloe RR,Isidore Newman RH,Robert Bowman,Neg,27.0,28.5
Hawken BM,Cary Acad LM,Kavin Sankar,Aff,28.7,28.3
Cape Fear MS,Lake Highland Prep MD,Venkat S.S.,Aff,29.0,28.0
