Pro,Con,Judges,Votes,Win
Plano West AB,Plano East GG,"Eric Mueller																																						Kyle Whipple																																						Rich Bordner","Pro																															Pro																															Pro","3-0																															PRO"
Southlake Carroll WG,Colony GS,"Mason Remaley																																						Prasanna Rajagopalan																																						Ben Bai","Pro																															Con																															Pro","2-1																															PRO"
Jasper HL,Plano West VA,"Dylan Jodah																																						Justin Sterenberg																																						Hibah Lateef","Pro																															Pro																															Con","2-1																															PRO"
Southlake Carroll CV,Southlake Carroll GF,,Southlake Carroll GF advances,Southlake Carroll GF advances
