Aff,Neg,Judges,Votes,Win
Lawrence Free State FH,Olathe North MM,"Henry Walawender																																						Claire Ain																																						Marcus Woodcock","Aff																															Aff																															Aff","3-0																															AFF"
Blue Valley Southwest PC,Blue Valley North BN,"Sean Duff																																						Katie Baxter-Kauf																																						Bryce Sheffield","Aff																															Aff																															Aff","3-0																															AFF"
Barstow OS,Opus CC,"Zach Willingham																																						Jam Hoffmann																																						Leigha Maddy","Neg																															Neg																															Neg","3-0																															NEG"
Edison Prep BB,Shawnee Mission South MJ,"Lucia Scott																																						Derek Hilligoss																																						Rosie Valdez","Neg																															Neg																															Neg","3-0																															NEG"
St Paul Central BU,Barstow GH,"Brian Box																																						Lawson Hudson																																						Kaine Cherry","Aff																															Aff																															Aff","3-0																															AFF"
L C Anderson WS,,,,
Little Rock Central LW,,,,
Shawnee Mission East PL,,,,
