Aff,Neg,Judges,Votes,Win
Harvard-Westlake EG,Little Rock Central CS,"Alexa Glendinning																																						Ian Horton																																						Tommy Snider","Aff																															Neg																															Neg","2-1																															NEG"
Harvard-Westlake LS,Harvard-Westlake MR,,Harvard-Westlake LS advances,Harvard-Westlake LS advances
