Aff,Neg,Judge,Win,"Aff								Points","Neg								Points"
Brophy YS,Marlborough OO,Michael Ross,Neg,29.3,29.4
Immaculate Heart MD,Marlborough SW,Matthew Stroud,Aff,28.1,28.0
BASIS Silicon Valley JK,Harvard-Westlake JT,Lydia Wang,Aff,29.4,29.3
Marlborough AK,Flintridge Prep CX,Simone Pisarik,Aff,28.9,28.8
Lynbrook BZ,BASIS Scottsdale TK,Vontrez White,Aff,29.5,29.4
Geffen Academy of UCLA JP,Marlborough AL,Minnal Kunnan,Neg,27.1,27.4
BASIS Scottsdale AK,Peninsula DN,Emmelyne Lay,Neg,29.4,29.5
Peninsula SU,BASIS Scottsdale SS,Jack Stern,Aff,30.0,29.8
Marlborough SS,Harvard-Westlake LS,Jeremy Kim,Aff,29.5,29.4
Gunn HS Independent SP,Immaculate Heart NH,Rosalind Goldman,Aff,29.0,28.9
North Hollywood GL,Phillips Exeter Independent JM,Joseph Hong,Neg,28.4,28.8
PSS Independent SL,Flintridge Prep OL,Rosalind Goldman,Aff,28.9,28.5
Brophy VW,Marlborough PS,Brett Cryan,Aff,28.9,28.8
BASIS Silicon Valley VP,Lynbrook AS,Lucas Hunter,Neg,29.1,28.9
Immaculate Heart SH,Flintridge Prep ED,Christopher Liu,Aff,28.9,28.0
Monta Vista SC,Riverside Independent PK,Carlos Miranda,Neg,28.8,28.9
Brophy MC,Marlborough MF,Samantha Catapang,Aff,29.4,29.1
Riverside Independent SH,Marlborough LS,Sergio Chavez,Neg,29.0,29.1
Gabrielino OL,St Thomas CO,Michael Ross,Neg,28.7,28.8
Horace Greeley SG,Lynbrook VV,Vontrez White,Aff,29.6,29.4
Immaculate Heart CJ,Fort Walton Beach AW,Jim Park,Aff,28.7,28.3
Peninsula JE,Marlborough SM,Gene Bressler,Aff,28.9,28.8
Marlborough LF,Harvard-Westlake AS,Steven Yu,Neg,29.1,29.3
Riverside Independent OT,Marlborough EL,Simone Pisarik,Aff,29.0,28.8
Sage Hill LZ,Marlborough CM,Samantha Catapang,Aff,29.3,28.8
BASIS Scottsdale JV,Phillips Exeter Independent ES,Michael Harris,Neg,29.4,29.6
Marlborough FM,Coppell KT,Sergio Chavez,Neg,28.8,29.2
Flintridge Prep IL,Lynbrook OM,Chloe Wolf,Neg,29.6,30.0
Harvard-Westlake EG,Pinewood TA,Lesly De Anda,Aff,29.5,29.0
Elkins SS,Peninsula JT,Ishan Sharma,Neg,28.3,28.5
Sharks Independent WL,Cupertino HS Independent AS,Jackson Mills,Aff,29.3,28.9
Harvard-Westlake DB,Meadows TB,Chris Paredes,Aff,28.9,28.8
Banana WC,Harvard-Westlake SB,Joseph Barquin,Aff,29.3,29.0
Marlborough RB,Immaculate Heart OA,Brian Son,Aff,29.3,29.2
Papaya Valley SK,Immaculate Heart ES,Lydia Wang,Aff,29.0,28.9
Sage Hill IH,Lynbrook ST,Dylan Liu,Neg,28.9,29.1
Immaculate Heart AE,Monta Vista HL,Steven Yu,Aff,28.9,28.8
Harvard-Westlake FS,Marlborough SK,Shreeram Modi,Aff,28.5,28.4
PSS Independent SV,Harvard-Westlake EY,Dylan Liu,Neg,28.6,28.8
Monta Vista EY,Harvard-Westlake KM,Chris Paredes,Neg,29.0,29.1
Marlborough CS,Harvard-Westlake JW,Brett Cryan,Aff,29.0,28.7
Pinewood CA,PSS Independent PN,Matt Conrad,Neg,28.7,29.0
Marlborough SMo,Sage Hill AJ,Adarsh Agrawal,Aff,29.1,29.0
Peninsula KT,Marlborough DK,Shreeram Modi,Neg,28.6,28.9
Peninsula GY,Francis Parker LC,Gabriela Adler,Neg,28.3,29.2
Horace Greeley CC,Dublin HS Independent AG,Gene Bressler,Neg,29.1,29.2
Waring MB,Lynbrook NM,Joseph Hong,Aff,28.9,28.7
Marlborough JW,North Hollywood HB,Krizel Guansing,Neg,28.5,28.6
Flintridge Prep BM,Marlborough AM,Jeremy Kim,Neg,28.9,29.7
Regent Legacy RN,Immaculate Heart CM,Gabriela Adler,Neg,28.6,29.2
Hunter Independent GK,Kim Insititute JK,Jack Stern,Neg,28.0,28.4
BASIS Silicon Valley YS,Awty International DR,Chloe Wolf,Neg,29.1,29.2
