Pro,Con,Judges,Votes,Win
L C Anderson BC,Strake Jesuit  DY,"Tracy McFarland																																		Crawford Leavoy																																		Sheryl Kaczmarek																																		Jonathan Alston																																		Brian Manuel","Con																												Pro																												Con																												Con																												Con","4-1																															CON"
