Pro,Con,Judges,Votes,Win
Strake Jesuit  DY,Edina JS,"Mac Hays																																		Aadi Waghray																																		Miranda Wilson","Pro																												Pro																												Pro","3-0																															PRO"
Bronx Science AE,Southlake Carroll DS,"Jude Sims-Barber																																		Charlie Jackson																																		Eshal Sandhu","Pro																												Con																												Con","2-1																															CON"
L C Anderson BC,NSU AR,"Gabe Rusk																																		Madelyn Cook																																		Arya Mirza","Con																												Pro																												Pro","2-1																															PRO"
Brentwood CS,Durham WS,"Lillian Albrecht																																		Aman Bedi																																		Angel Sosa","Con																												Con																												Con","3-0																															CON"
