Aff,Neg,Judges,Votes,Win
Harker SY,Peninsula AB,"Adam Mimou																																						Aman Agarwal																																						Avi Agarwal","Neg																															Neg																															Neg","3-0																															NEG"
Peninsula AY,Able2Shine CL,"Jason Barton																																						Nick Loew																																						Allyson Spurlock","Aff																															Neg																															Aff","2-1																															AFF"
